date,temperature
03.01.2020 10:50:00,3.91
03.01.2020 11:00:00,4
03.01.2020 11:10:00,4.1
03.01.2020 11:20:00,4.16
03.01.2020 11:30:00,4.2
03.01.2020 11:40:00,4.3
03.01.2020 11:50:00,4.47
03.01.2020 12:00:00,4.74
03.01.2020 12:10:00,4.94
03.01.2020 12:20:00,5
03.01.2020 12:30:00,5.2
03.01.2020 12:40:00,5.88
03.01.2020 12:50:00,6.81
03.01.2020 13:00:00,6.98
03.01.2020 13:10:00,7
03.01.2020 13:20:00,6.99
03.01.2020 13:30:00,6.93
03.01.2020 13:40:00,6.84
03.01.2020 13:50:00,6.71
03.01.2020 14:00:00,6.67
03.01.2020 14:10:00,6.59
03.01.2020 14:20:00,6.54
03.01.2020 14:30:00,6.54
03.01.2020 14:40:00,6.47
03.01.2020 14:50:00,6.41
03.01.2020 15:00:00,6.45
03.01.2020 15:10:00,6.41
03.01.2020 15:20:00,6.46
03.01.2020 15:30:00,6.54
03.01.2020 15:40:00,6.56
03.01.2020 15:50:00,6.62
03.01.2020 16:00:00,6.65
03.01.2020 16:10:00,6.59
03.01.2020 16:20:00,6.54
03.01.2020 16:30:00,6.49
03.01.2020 16:40:00,6.47
03.01.2020 16:50:00,6.59
03.01.2020 17:00:00,6.62
03.01.2020 17:10:00,6.61
03.01.2020 17:20:00,6.55
03.01.2020 17:30:00,6.48
03.01.2020 17:40:00,6.47
03.01.2020 17:50:00,6.49
03.01.2020 18:00:00,6.54
03.01.2020 18:10:00,6.55
03.01.2020 18:20:00,6.48
03.01.2020 18:30:00,6.47
03.01.2020 18:40:00,6.55
03.01.2020 18:50:00,6.67
03.01.2020 19:00:00,6.79
03.01.2020 19:10:00,6.89
03.01.2020 19:20:00,6.98
03.01.2020 19:30:00,6.99
03.01.2020 19:40:00,7.13
03.01.2020 19:50:00,7.2
03.01.2020 20:00:00,7.33
03.01.2020 20:10:00,7.5
03.01.2020 20:20:00,7.59
03.01.2020 20:30:00,7.61
03.01.2020 20:40:00,7.66
03.01.2020 20:50:00,7.69
03.01.2020 21:00:00,7.82
03.01.2020 21:10:00,7.81
03.01.2020 21:20:00,7.82
03.01.2020 21:30:00,7.89
03.01.2020 21:40:00,7.88
03.01.2020 21:50:00,7.9
03.01.2020 22:00:00,7.97
03.01.2020 22:10:00,7.95
03.01.2020 22:20:00,7.72
03.01.2020 22:30:00,7.54
03.01.2020 22:40:00,7.53
03.01.2020 22:50:00,7.64
03.01.2020 23:00:00,7.83
03.01.2020 23:10:00,8.01
03.01.2020 23:20:00,8.17
03.01.2020 23:30:00,7.92
03.01.2020 23:40:00,7.62
03.01.2020 23:50:00,7.11
04.01.2020 00:00:00,6.61
04.01.2020 00:10:00,6.25
04.01.2020 00:20:00,5.85
04.01.2020 00:30:00,5.58
04.01.2020 00:40:00,5.44
04.01.2020 00:50:00,5.33
04.01.2020 01:00:00,5.23
04.01.2020 01:10:00,5.19
04.01.2020 01:20:00,5.08
04.01.2020 01:30:00,4.94
04.01.2020 01:40:00,4.87
04.01.2020 01:50:00,4.87
04.01.2020 02:00:00,4.87
04.01.2020 02:10:00,4.88
04.01.2020 02:20:00,4.78
04.01.2020 02:30:00,4.64
04.01.2020 02:40:00,4.42
04.01.2020 02:50:00,4.22
04.01.2020 03:00:00,4.13
04.01.2020 03:10:00,4.03
04.01.2020 03:20:00,3.89
04.01.2020 03:30:00,3.76
04.01.2020 03:40:00,3.67
04.01.2020 03:50:00,3.72
04.01.2020 04:00:00,3.76
04.01.2020 04:10:00,3.81
04.01.2020 04:20:00,3.8
04.01.2020 04:30:00,3.83
04.01.2020 04:40:00,3.8
04.01.2020 04:50:00,3.74
04.01.2020 05:00:00,3.69
04.01.2020 05:10:00,3.67
04.01.2020 05:20:00,3.67
04.01.2020 05:30:00,3.67
04.01.2020 05:40:00,3.67
04.01.2020 05:50:00,3.67
04.01.2020 06:00:00,3.64
04.01.2020 06:10:00,3.58
04.01.2020 06:20:00,3.49
04.01.2020 06:30:00,3.41
04.01.2020 06:40:00,3.4
04.01.2020 06:50:00,3.38
04.01.2020 07:00:00,3.31
04.01.2020 07:10:00,3.28
04.01.2020 07:20:00,3.28
04.01.2020 07:30:00,3.21
04.01.2020 07:40:00,3.25
04.01.2020 07:50:00,3.24
04.01.2020 08:00:00,3.27
04.01.2020 08:10:00,3.33
04.01.2020 08:20:00,3.34
04.01.2020 08:30:00,3.35
04.01.2020 08:40:00,3.36
04.01.2020 08:50:00,3.32
04.01.2020 09:00:00,3.27
04.01.2020 09:10:00,3.27
04.01.2020 09:20:00,3.33
04.01.2020 09:30:00,3.37
04.01.2020 09:40:00,3.4
04.01.2020 09:50:00,3.49
04.01.2020 10:00:00,3.6
04.01.2020 10:10:00,3.73
04.01.2020 10:20:00,3.87
04.01.2020 10:30:00,3.94
04.01.2020 10:40:00,4.01
04.01.2020 10:50:00,3.92
04.01.2020 11:00:00,3.87
04.01.2020 11:10:00,3.88
04.01.2020 11:20:00,3.87
04.01.2020 11:30:00,3.93
04.01.2020 11:40:00,4.03
04.01.2020 11:50:00,4.15
04.01.2020 12:00:00,4.23
04.01.2020 12:10:00,4.3
04.01.2020 12:20:00,4.44
04.01.2020 12:30:00,4.54
04.01.2020 12:40:00,4.63
04.01.2020 12:50:00,4.68
04.01.2020 13:00:00,4.77
04.01.2020 13:10:00,4.87
04.01.2020 13:20:00,4.99
04.01.2020 13:30:00,5.12
04.01.2020 13:40:00,5.21
04.01.2020 13:50:00,5.23
04.01.2020 14:00:00,5.31
04.01.2020 14:10:00,5.34
04.01.2020 14:20:00,5.4
04.01.2020 14:30:00,5.31
04.01.2020 14:40:00,5.07
04.01.2020 14:50:00,4.8
04.01.2020 15:00:00,4.55
04.01.2020 15:10:00,4.36
04.01.2020 15:20:00,4.3
04.01.2020 15:30:00,4.37
04.01.2020 15:40:00,4.44
04.01.2020 15:50:00,4.53
04.01.2020 16:00:00,4.6
04.01.2020 16:10:00,4.7
04.01.2020 16:20:00,4.83
04.01.2020 16:30:00,4.97
04.01.2020 16:40:00,4.87
04.01.2020 16:50:00,4.92
04.01.2020 17:00:00,4.94
04.01.2020 17:10:00,4.94
04.01.2020 17:20:00,5
04.01.2020 17:30:00,5.11
04.01.2020 17:40:00,5.26
04.01.2020 17:50:00,5.34
04.01.2020 18:00:00,5.21
04.01.2020 18:10:00,5.03
04.01.2020 18:20:00,4.5
04.01.2020 18:30:00,3.35
04.01.2020 18:40:00,2.55
04.01.2020 18:50:00,2.08
04.01.2020 19:00:00,1.93
04.01.2020 19:10:00,1.93
04.01.2020 19:20:00,1.84
04.01.2020 19:30:00,1.68
04.01.2020 19:40:00,1.73
04.01.2020 19:50:00,1.97
04.01.2020 20:00:00,2.07
04.01.2020 20:10:00,2.03
04.01.2020 20:20:00,2.01
04.01.2020 20:30:00,2.08
04.01.2020 20:40:00,2.2
04.01.2020 20:50:00,2.26
04.01.2020 21:00:00,2.21
04.01.2020 21:10:00,2.22
04.01.2020 21:20:00,2.24
04.01.2020 21:30:00,2.21
04.01.2020 21:40:00,2.22
04.01.2020 21:50:00,2.27
04.01.2020 22:00:00,2.22
04.01.2020 22:10:00,2.16
04.01.2020 22:20:00,2.1
04.01.2020 22:30:00,1.99
04.01.2020 22:40:00,1.9
04.01.2020 22:50:00,1.94
04.01.2020 23:00:00,1.91
04.01.2020 23:10:00,1.86
04.01.2020 23:20:00,1.81
04.01.2020 23:30:00,1.65
04.01.2020 23:40:00,1.53
04.01.2020 23:50:00,1.47
05.01.2020 00:00:00,1.47
05.01.2020 00:10:00,1.47
05.01.2020 00:20:00,1.49
05.01.2020 00:30:00,1.59
05.01.2020 00:40:00,1.81
05.01.2020 00:50:00,1.96
05.01.2020 01:00:00,2.05
05.01.2020 01:10:00,2.1
05.01.2020 01:20:00,2.03
05.01.2020 01:30:00,2.01
05.01.2020 01:40:00,2.01
05.01.2020 01:50:00,2.01
05.01.2020 02:00:00,2.07
05.01.2020 02:10:00,1.99
05.01.2020 02:20:00,1.95
05.01.2020 02:30:00,2.02
05.01.2020 02:40:00,2.13
05.01.2020 02:50:00,2.16
05.01.2020 03:00:00,2.14
05.01.2020 03:10:00,2.14
05.01.2020 03:20:00,2.14
05.01.2020 03:30:00,2.14
05.01.2020 03:40:00,2.17
05.01.2020 03:50:00,2.15
05.01.2020 04:00:00,2.17
05.01.2020 04:10:00,2.2
05.01.2020 04:20:00,2.16
05.01.2020 04:30:00,2.1
05.01.2020 04:40:00,2.08
05.01.2020 04:50:00,2.07
05.01.2020 05:00:00,2.02
05.01.2020 05:10:00,2.05
05.01.2020 05:20:00,2.07
05.01.2020 05:30:00,2.09
05.01.2020 05:40:00,2.06
05.01.2020 05:50:00,2.02
05.01.2020 06:00:00,2.1
05.01.2020 06:10:00,2.15
05.01.2020 06:20:00,2.18
05.01.2020 06:30:00,2.17
05.01.2020 06:40:00,2.15
05.01.2020 06:50:00,2.19
05.01.2020 07:00:00,2.28
05.01.2020 07:10:00,2.27
05.01.2020 07:20:00,2.26
05.01.2020 07:30:00,2.29
05.01.2020 07:40:00,2.31
05.01.2020 07:50:00,2.28
05.01.2020 08:00:00,2.33
05.01.2020 08:10:00,2.29
05.01.2020 08:20:00,2.25
05.01.2020 08:30:00,2.29
05.01.2020 08:40:00,2.32
05.01.2020 08:50:00,2.27
05.01.2020 09:00:00,2.25
05.01.2020 09:10:00,2.32
05.01.2020 09:20:00,2.35
05.01.2020 09:30:00,2.43
05.01.2020 09:40:00,2.41
05.01.2020 09:50:00,2.31
05.01.2020 10:00:00,1.93
05.01.2020 10:10:00,1.79
05.01.2020 10:20:00,1.9
05.01.2020 10:30:00,2.01
05.01.2020 10:40:00,2.1
05.01.2020 10:50:00,2.24
05.01.2020 11:00:00,2.38
05.01.2020 11:10:00,2.55
05.01.2020 11:20:00,2.75
05.01.2020 11:30:00,2.86
05.01.2020 11:40:00,3.01
05.01.2020 11:50:00,3.13
05.01.2020 12:00:00,3.12
05.01.2020 12:10:00,3.16
05.01.2020 12:20:00,3.31
05.01.2020 12:30:00,3.5
05.01.2020 12:40:00,3.39
05.01.2020 12:50:00,3.39
05.01.2020 13:00:00,3.47
05.01.2020 13:10:00,3.45
05.01.2020 13:20:00,3.47
05.01.2020 13:30:00,3.53
05.01.2020 13:40:00,3.61
05.01.2020 13:50:00,3.81
05.01.2020 14:00:00,4.07
05.01.2020 14:10:00,4.17
05.01.2020 14:20:00,4.37
05.01.2020 14:30:00,4.29
05.01.2020 14:40:00,4.28
05.01.2020 14:50:00,4.43
05.01.2020 15:00:00,4.29
05.01.2020 15:10:00,4.06
05.01.2020 15:20:00,3.84
05.01.2020 15:30:00,3.67
05.01.2020 15:40:00,3.58
05.01.2020 15:50:00,3.51
05.01.2020 16:00:00,3.47
05.01.2020 16:10:00,3.47
05.01.2020 16:20:00,3.42
05.01.2020 16:30:00,3.4
05.01.2020 16:40:00,3.37
05.01.2020 16:50:00,3.35
05.01.2020 17:00:00,3.41
05.01.2020 17:10:00,3.36
05.01.2020 17:20:00,3.25
05.01.2020 17:30:00,3.1
05.01.2020 17:40:00,3.04
05.01.2020 17:50:00,3.07
05.01.2020 18:00:00,3.1
05.01.2020 18:10:00,3.14
05.01.2020 18:20:00,3.18
05.01.2020 18:30:00,3.04
05.01.2020 18:40:00,2.94
05.01.2020 18:50:00,2.96
05.01.2020 19:00:00,2.88
05.01.2020 19:10:00,2.87
05.01.2020 19:20:00,2.93
05.01.2020 19:30:00,2.97
05.01.2020 19:40:00,3.05
05.01.2020 19:50:00,3.07
05.01.2020 20:00:00,3.03
05.01.2020 20:10:00,2.95
05.01.2020 20:20:00,3.09
05.01.2020 20:30:00,3.02
05.01.2020 20:40:00,2.98
05.01.2020 20:50:00,2.94
05.01.2020 21:00:00,3
05.01.2020 21:10:00,3
05.01.2020 21:20:00,3
05.01.2020 21:30:00,3
05.01.2020 21:40:00,2.95
05.01.2020 21:50:00,2.93
05.01.2020 22:00:00,2.87
05.01.2020 22:10:00,2.88
05.01.2020 22:20:00,2.92
05.01.2020 22:30:00,2.98
05.01.2020 22:40:00,3.05
05.01.2020 22:50:00,3.07
05.01.2020 23:00:00,3.14
05.01.2020 23:10:00,3.15
05.01.2020 23:20:00,3.13
05.01.2020 23:30:00,3.21
05.01.2020 23:40:00,3.27
05.01.2020 23:50:00,3.28
06.01.2020 00:00:00,3.32
06.01.2020 00:10:00,3.31
06.01.2020 00:20:00,3.33
06.01.2020 00:30:00,3.35
06.01.2020 00:40:00,3.33
06.01.2020 00:50:00,3.34
06.01.2020 01:00:00,3.38
06.01.2020 01:10:00,3.34
06.01.2020 01:20:00,3.33
06.01.2020 01:30:00,3.39
06.01.2020 01:40:00,3.31
06.01.2020 01:50:00,3.31
06.01.2020 02:00:00,3.33
06.01.2020 02:10:00,3.34
06.01.2020 02:20:00,3.37
06.01.2020 02:30:00,3.4
06.01.2020 02:40:00,3.4
06.01.2020 02:50:00,3.36
06.01.2020 03:00:00,3.34
06.01.2020 03:10:00,3.39
06.01.2020 03:20:00,3.4
06.01.2020 03:30:00,3.38
06.01.2020 03:40:00,3.18
06.01.2020 03:50:00,3.09
06.01.2020 04:00:00,3
06.01.2020 04:10:00,3.01
06.01.2020 04:20:00,2.96
06.01.2020 04:30:00,2.98
06.01.2020 04:40:00,2.99
06.01.2020 04:50:00,3.07
06.01.2020 05:00:00,3.03
06.01.2020 05:10:00,2.98
06.01.2020 05:20:00,2.94
06.01.2020 05:30:00,2.97
06.01.2020 05:40:00,2.91
06.01.2020 05:50:00,2.87
06.01.2020 06:00:00,2.87
06.01.2020 06:10:00,2.9
06.01.2020 06:20:00,2.97
06.01.2020 06:30:00,3.03
06.01.2020 06:40:00,3.02
06.01.2020 06:50:00,3
06.01.2020 07:00:00,3.12
06.01.2020 07:10:00,3.31
06.01.2020 07:20:00,3.52
06.01.2020 07:30:00,3.6
06.01.2020 07:40:00,3.53
06.01.2020 07:50:00,3.37
06.01.2020 08:00:00,3.25
06.01.2020 08:10:00,3.21
06.01.2020 08:20:00,3.21
06.01.2020 08:30:00,3.22
06.01.2020 08:40:00,3.4
06.01.2020 08:50:00,3.23
06.01.2020 09:00:00,3.13
06.01.2020 09:10:00,3.11
06.01.2020 09:20:00,3.17
06.01.2020 09:30:00,3.3
06.01.2020 09:40:00,3.35
06.01.2020 09:50:00,3.31
06.01.2020 10:00:00,3.35
06.01.2020 10:10:00,3.26
06.01.2020 10:20:00,3.1
06.01.2020 10:30:00,3.1
06.01.2020 10:40:00,3.09
06.01.2020 10:50:00,3.11
06.01.2020 11:00:00,3.28
06.01.2020 11:10:00,3.53
06.01.2020 11:20:00,3.73
06.01.2020 11:30:00,3.85
06.01.2020 11:40:00,3.96
06.01.2020 11:50:00,4.01
06.01.2020 12:00:00,4.16
06.01.2020 12:10:00,4.25
06.01.2020 12:20:00,4.29
06.01.2020 12:30:00,4.32
06.01.2020 12:40:00,4.33
06.01.2020 12:50:00,4.36
06.01.2020 13:00:00,4.42
06.01.2020 13:10:00,4.45
06.01.2020 13:20:00,4.47
06.01.2020 13:30:00,4.45
06.01.2020 13:40:00,4.45
06.01.2020 13:50:00,4.47
06.01.2020 14:00:00,4.46
06.01.2020 14:10:00,4.48
06.01.2020 14:20:00,4.6
06.01.2020 14:30:00,4.97
06.01.2020 14:40:00,5.23
06.01.2020 14:50:00,5.18
06.01.2020 15:00:00,5.05
06.01.2020 15:10:00,4.91
06.01.2020 15:20:00,4.77
06.01.2020 15:30:00,4.81
